COD_ROD;KM_ini.1;KM_FIM;Dist;Geo2
SP 127;51,75;53,905;2,155;"{""type"":""MultiLineString"",""coordinates"":[[[-47.6837419,-22.8536489],[-47.6839219,-22.8540299],[-47.6844519,-22.8551599],[-47.6846199,-22.8555629],[-47.6905469,-22.8698339],[-47.6905919,-22.8702999],[-47.6905839,-22.8703799]]]}"
SP 127;53,905;55,5;1,595;"{""type"":""MultiLineString"",""coordinates"":[[[-47.6905839,-22.8703799],[-47.6905809,-22.8704219],[-47.6905219,-22.8709989],[-47.6904909,-22.8712959],[-47.6903479,-22.8718939],[-47.6888389,-22.8756019],[-47.6887239,-22.8762899],[-47.6887709,-22.8769119],[-47.6888169,-22.8775129],[-47.6891879,-22.8783949],[-47.6934549,-22.8820929]]]}"
SP 127;55,5;57,65;2,15;"{""type"":""MultiLineString"",""coordinates"":[[[-47.6934549,-22.8820929],[-47.6949119,-22.8833549],[-47.6955479,-22.8843909],[-47.6971629,-22.8883689],[-47.6973049,-22.8894059],[-47.6972989,-22.8935809],[-47.6976169,-22.8944489],[-47.6978759,-22.8949389],[-47.7009239,-22.8992929]]]}"
SP 127;57,65;57,9;0,25;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7009239,-22.8992929],[-47.7022338,-22.9011632]]]}"
SP 127;57,9;58;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7022338,-22.9011632],[-47.7027578,-22.9019113]]]}"
SP 127;58;58,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7027578,-22.9019113],[-47.7032817,-22.9026594]]]}"
SP 127;58,1;58,23;0,13;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7032817,-22.9026594],[-47.7039629,-22.9036319]]]}"
SP 127;58,23;64,11;5,88;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7039629,-22.9036319],[-47.7048549,-22.9049029],[-47.7050129,-22.9051279],[-47.7056939,-22.9060989],[-47.7059019,-22.9063999],[-47.7072129,-22.9082699],[-47.7079989,-22.9093929],[-47.7082609,-22.9097659],[-47.7093609,-22.9113389],[-47.7100419,-22.9123099],[-47.7113359,-22.9141299],[-47.7114629,-22.9143209],[-47.7126169,-22.9160549],[-47.7147129,-22.9192039],[-47.7149749,-22.9195949],[-47.7155499,-22.9204629],[-47.7164079,-22.9227989],[-47.7166889,-22.9240489],[-47.7167279,-22.9243669],[-47.7168669,-22.9255599],[-47.7171029,-22.9275749],[-47.7172329,-22.9287749],[-47.7173109,-22.9295069],[-47.7177589,-22.9336439],[-47.7182769,-22.9384209],[-47.7188729,-22.9439329],[-47.7190929,-22.9459579],[-47.7187659,-22.9490129],[-47.7186569,-22.9497179],[-47.7179639,-22.9541039]]]}"
SP 127;64,11;66,48;2,37;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7179639,-22.9541039],[-47.7168189,-22.9613759],[-47.7156819,-22.9758709]]]}"
SP 127;66,48;70,89;4,41;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7156819,-22.9758709],[-47.7150879,-22.9834219],[-47.7150519,-22.9838989],[-47.7148879,-22.9870029],[-47.7150679,-22.9887689],[-47.7170019,-22.9975229],[-47.7175419,-23.0003629],[-47.7175979,-23.0006609],[-47.7175279,-23.0024789],[-47.7174719,-23.0040169],[-47.7162639,-23.0251639]]]}"
SP 127;70,89;76,6;5,71;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7162639,-23.0251639],[-47.7161069,-23.0278609],[-47.7159749,-23.0301179],[-47.7159739,-23.0301579],[-47.7156429,-23.0358719],[-47.7155799,-23.0369529],[-47.7154819,-23.0386299],[-47.7153749,-23.0397979],[-47.7151129,-23.0410689],[-47.7148819,-23.0421999],[-47.7148629,-23.0427179],[-47.7150819,-23.0437819],[-47.7152679,-23.0442769],[-47.7158529,-23.0452479],[-47.7175389,-23.0473879],[-47.7185439,-23.0486629],[-47.7199819,-23.0504909],[-47.7206769,-23.0516659],[-47.7208259,-23.0520599],[-47.7211669,-23.0529619],[-47.7218219,-23.0556339],[-47.7222949,-23.0575619],[-47.7227229,-23.0588169],[-47.7236719,-23.0604449],[-47.7243669,-23.0611669],[-47.7272659,-23.0634409]]]}"
SP 127;76,6;78,9;2,3;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7272659,-23.0634409],[-47.7278529,-23.0639039],[-47.7284339,-23.0644459],[-47.7290859,-23.0654109],[-47.7291909,-23.0657729],[-47.7294129,-23.0665299],[-47.7293899,-23.0672359],[-47.7293819,-23.0675329],[-47.7293729,-23.0677569],[-47.7289289,-23.0697819],[-47.7288639,-23.0699419],[-47.7283379,-23.0712899],[-47.7282619,-23.0714029],[-47.7256049,-23.0753259],[-47.7247499,-23.0765909],[-47.7243219,-23.0772239],[-47.7213732,-23.0815782]]]}"
SP 127;78,9;83,36;4,46;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7213732,-23.0815782],[-47.7213239,-23.0816509],[-47.7191489,-23.0849209],[-47.7189769,-23.0853769],[-47.7189039,-23.0855779],[-47.7188819,-23.0863309],[-47.7192309,-23.0872629],[-47.7194109,-23.0875059],[-47.7210399,-23.0890089],[-47.7216059,-23.0900599],[-47.7220079,-23.0914829],[-47.7226779,-23.0938309],[-47.7232859,-23.0959699],[-47.7236409,-23.0972209],[-47.7236999,-23.0974289],[-47.7243859,-23.0998399],[-47.7245979,-23.1009019],[-47.7246729,-23.1022839],[-47.7246449,-23.1044479],[-47.7246119,-23.1070359],[-47.7246029,-23.1076829],[-47.7245999,-23.1078969],[-47.7245859,-23.1089649],[-47.7244479,-23.1098189],[-47.7243609,-23.1100319],[-47.7242369,-23.1103339],[-47.7241329,-23.1105889],[-47.7238269,-23.1109829],[-47.7234039,-23.1115289],[-47.7228409,-23.1119819],[-47.7202689,-23.1136269],[-47.7193429,-23.1144009],[-47.7188589,-23.1150169],[-47.7185019,-23.1157489],[-47.7181919,-23.1163849],[-47.7177809,-23.1177679],[-47.7177529,-23.1184509]]]}"
SP 127;83,36;84,46;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7177529,-23.1184509],[-47.7177219,-23.1269809]]]}"
SP 127;84,46;85;0,54;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7177219,-23.1269809],[-47.7178549,-23.1304339],[-47.7180489,-23.1308279],[-47.7183299,-23.1311909],[-47.7199029,-23.1325319],[-47.7204159,-23.1329709]]]}"
SP 127;85;86,1;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7204159,-23.1329709],[-47.7214569,-23.1338589],[-47.7223769,-23.1347949],[-47.7237979,-23.1375019],[-47.7240689,-23.1378789],[-47.7252589,-23.1386979],[-47.7257089,-23.1389039],[-47.7263119,-23.1390429],[-47.7272739,-23.1389559],[-47.7288439,-23.1383729],[-47.7299329,-23.1380959],[-47.7307099,-23.1381899],[-47.7315009,-23.1385979],[-47.7319739,-23.1391399]]]}"
SP 127;86,1;87,6;1,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7319739,-23.1391399],[-47.7320249,-23.1391989],[-47.7345879,-23.1436919],[-47.7352379,-23.1448319],[-47.7354969,-23.1452879],[-47.7382519,-23.1499919],[-47.7386069,-23.1506009],[-47.7391219,-23.1511359]]]}"
SP 127;87,6;89,9;2,3;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7391219,-23.1511359],[-47.7394679,-23.1514919],[-47.7402789,-23.1520449],[-47.7445729,-23.1549789],[-47.7507219,-23.1591789],[-47.7517209,-23.1601289],[-47.7522229,-23.1610309],[-47.7520739,-23.1665189]]]}"
SP 127;89,9;91,96;2,06;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7520739,-23.1665189],[-47.7517419,-23.1698879],[-47.7516769,-23.1705349],[-47.7517749,-23.1715819],[-47.7519719,-23.1722839],[-47.7520709,-23.1725109],[-47.7522879,-23.1730089],[-47.7525629,-23.1734759],[-47.7529289,-23.1741019],[-47.7540799,-23.1760619],[-47.7544569,-23.1767079],[-47.7552509,-23.1775779]]]}"
SP 127;91,96;93,07;1,11;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7552509,-23.1775779],[-47.7566779,-23.1791479],[-47.7568969,-23.1793859],[-47.7570269,-23.1795309],[-47.7622359,-23.1850849]]]}"
SP 127;93,07;93,3;0,23;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7622359,-23.1850849],[-47.7635639,-23.1864989],[-47.7636879,-23.1866339]]]}"
SP 127;93,3;94,72;1,42;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7636879,-23.1866339],[-47.7646059,-23.1876119],[-47.7646389,-23.1876459],[-47.7715929,-23.1950599],[-47.7726659,-23.1962069]]]}"
SP 127;94,72;95,71;0,99;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7726659,-23.1962069],[-47.7731719,-23.1967459],[-47.7736789,-23.1972849],[-47.7752919,-23.1990029],[-47.7758209,-23.1999399],[-47.7761209,-23.2010589],[-47.7760039,-23.2038759],[-47.7760009,-23.2039659]]]}"
SP 127;95,71;96,8;1,09;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7760009,-23.2039659],[-47.7759449,-23.2049509],[-47.7760509,-23.2059739],[-47.7761979,-23.2063229],[-47.7764229,-23.2068679],[-47.7768199,-23.2074429],[-47.7821439,-23.2121189]]]}"
SP 127;96,8;99,7;2,9;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7821439,-23.2121189],[-47.7832389,-23.2130649],[-47.7836049,-23.2133799],[-47.7854319,-23.2149559],[-47.7857239,-23.2152089],[-47.7857779,-23.2152539],[-47.7863739,-23.2160209],[-47.7879669,-23.2203889],[-47.7883299,-23.2216429],[-47.7887689,-23.2231569],[-47.7890019,-23.2239589],[-47.7892589,-23.2248479],[-47.7894139,-23.2253829],[-47.7905499,-23.2293019],[-47.7915609,-23.2329589],[-47.7915889,-23.2330659],[-47.7928159,-23.2365529]]]}"
SP 127;99,7;103;3,3;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7928159,-23.2365529],[-47.7988099,-23.2535989],[-47.7988899,-23.2545249],[-47.7985659,-23.2567989],[-47.7974119,-23.2649319],[-47.7974399,-23.2658849],[-47.7976929,-23.2666999]]]}"
SP 127;103;104,65;1,65;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7976929,-23.2666999],[-47.8002379,-23.2712389],[-47.8036909,-23.2774039]]]}"
SP 127;104,65;105,9;1,25;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8036909,-23.2774039],[-47.8067829,-23.2829169]]]}"
SP 127;105,9;110,5;4,6;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8067829,-23.2829169],[-47.8134029,-23.2947229],[-47.8282419,-23.3211579],[-47.8288389,-23.3220019],[-47.8300519,-23.3232289],[-47.8310569,-23.3239789],[-47.8319519,-23.3244519]]]}"
SP 127;110,5;113,57;3,07;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8319519,-23.3244519],[-47.8395759,-23.3276839],[-47.8499489,-23.3319239],[-47.8519899,-23.3327599],[-47.8531579,-23.3333659],[-47.8579899,-23.3364239]]]}"
SP 127;113,57;118,16;4,59;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8579899,-23.3364239],[-47.8586119,-23.3367079],[-47.8593599,-23.3369319],[-47.8698629,-23.3392859],[-47.8721229,-23.3397929],[-47.8731809,-23.3401249],[-47.8743999,-23.3407759],[-47.8751399,-23.3413519],[-47.8756189,-23.3418429],[-47.8763309,-23.3427799],[-47.8766599,-23.3434129],[-47.8807269,-23.3560339],[-47.8812529,-23.3570429],[-47.8820179,-23.3579519],[-47.8824799,-23.3583669],[-47.8833799,-23.3589609],[-47.8841089,-23.3592969],[-47.8843479,-23.3593589],[-47.8852439,-23.3595999],[-47.8885979,-23.3599699]]]}"
SP 127;118,16;128,53;10,37;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8885979,-23.3599699],[-47.8944409,-23.3606269],[-47.8953179,-23.3607989],[-47.8959099,-23.3610009],[-47.8973449,-23.3617329],[-47.8979389,-23.3622579],[-47.8984169,-23.3626799],[-47.9004889,-23.3647499],[-47.9008629,-23.3650679],[-47.9017159,-23.3655759],[-47.9084419,-23.3679679],[-47.9128289,-23.3692809],[-47.9142279,-23.3699229],[-47.9159839,-23.3712059],[-47.9166509,-23.3718489],[-47.9175119,-23.3728899],[-47.9189079,-23.3749219],[-47.9193609,-23.3755849],[-47.9202389,-23.3774479],[-47.9259329,-23.3946179],[-47.9262279,-23.3958519],[-47.9262619,-23.3966949],[-47.9260989,-23.3976759],[-47.9233659,-23.4046609],[-47.9232189,-23.4052279],[-47.9230929,-23.4060269],[-47.9230949,-23.4066109],[-47.9233889,-23.4080659],[-47.9236529,-23.4086739],[-47.9313079,-23.4225019],[-47.9339819,-23.4273299]]]}"
SP 127;128,53;128,9;0,37;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9339819,-23.4273299],[-47.9356232,-23.4302946]]]}"
SP 127;128,9;129;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9356232,-23.4302946],[-47.9360668,-23.4310958]]]}"
SP 127;129;129,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9360668,-23.4310958],[-47.9364859,-23.4318529],[-47.9365105,-23.431897]]]}"
SP 127;129,1;129,9;0,8;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9365105,-23.431897],[-47.9367419,-23.4323129],[-47.9368299,-23.4324799],[-47.9372769,-23.4333189],[-47.9374199,-23.4335849],[-47.9384479,-23.4351369],[-47.9410509,-23.4374209],[-47.9411969,-23.4375499]]]}"
SP 127;129,9;132,4;2,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9411969,-23.4375499],[-47.9413439,-23.4376769],[-47.9525589,-23.4469469],[-47.9533769,-23.4477199],[-47.9538819,-23.4484049],[-47.9574109,-23.4550649]]]}"
SP 127;132,4;133,62;1,22;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9574109,-23.4550649],[-47.9596369,-23.4592669],[-47.9598869,-23.4597379],[-47.9624569,-23.4633729],[-47.9635629,-23.4649389]]]}"
SP 127;133,62;133,9;0,28;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9635629,-23.4649389],[-47.9651139,-23.4671327]]]}"
SP 127;133,9;134;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9651139,-23.4671327],[-47.9656679,-23.4679162]]]}"
SP 127;134;134,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9656679,-23.4679162],[-47.9662218,-23.4686997]]]}"
SP 127;134,1;145,7;11,6;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9662218,-23.4686997],[-47.9670519,-23.4698739],[-47.9700999,-23.4741839],[-47.9706549,-23.4749689],[-47.9712059,-23.4757499],[-47.9712909,-23.4758699],[-47.9741109,-23.4798559],[-47.9747239,-23.4810239],[-47.9749629,-23.4819149],[-47.9749689,-23.4832049],[-47.9747209,-23.4842199],[-47.9744819,-23.4847839],[-47.9740769,-23.4854269],[-47.9734269,-23.4861629],[-47.9691719,-23.4904479],[-47.9686429,-23.4911539],[-47.9682899,-23.4917829],[-47.9679609,-23.4928059],[-47.9679079,-23.4937859],[-47.9679719,-23.4951859],[-47.9687579,-23.5053889],[-47.9686569,-23.5076249],[-47.9641139,-23.5317589],[-47.9639819,-23.5337979],[-47.9640519,-23.5351049],[-47.9643899,-23.5371539],[-47.9687999,-23.5504839],[-47.9699509,-23.5534599],[-47.9771559,-23.5701109]]]}"
SP 127;145,7;147,98;2,28;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9771559,-23.5701109],[-47.9775699,-23.5710759],[-47.9861049,-23.5909619],[-47.9862969,-23.5914979],[-47.9863189,-23.5922339]]]}"
SP 127;147,98;148,98;1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9863189,-23.5922339],[-47.9888859,-23.5929689],[-47.9892849,-23.5929769],[-47.9903579,-23.5932529],[-47.9964169,-23.5947019]]]}"
SP 127;148,98;152,78;3,8;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9964169,-23.5947019],[-47.9987108,-23.5952506],[-48.0019069,-23.5960149],[-48.0021915,-23.5960574],[-48.0024845,-23.5961012],[-48.0028309,-23.5961529],[-48.0319859,-23.5976809],[-48.0333399,-23.5979259],[-48.0338779,-23.5981269]]]}"
SP 127;152,78;154,75;1,97;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0472119,-23.6038739],[-48.0476064,-23.6040413],[-48.0515629,-23.6057199],[-48.0546949,-23.6069399],[-48.0625099,-23.6103019]]]}"
SP 127;154,75;156,75;2;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0338779,-23.5981269],[-48.0472119,-23.6038739]]]}"
SP 127;156,75;158,06;1,31;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0625099,-23.6103019],[-48.0791709,-23.6174249]]]}"
SP 127;158,06;158,3;0,24;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0791709,-23.6174249],[-48.0822219,-23.6187279]]]}"
SP 127;158,3;178,78;20,48;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0822219,-23.6187279],[-48.0918269,-23.6228339],[-48.0924129,-23.6230829],[-48.0938449,-23.6238639],[-48.1157689,-23.6375709],[-48.1164949,-23.6381719],[-48.1171249,-23.6388709],[-48.1176199,-23.6396339],[-48.1179269,-23.6404599],[-48.1181209,-23.6416529],[-48.1180729,-23.6426409],[-48.1179379,-23.6432729],[-48.1171479,-23.6459449],[-48.1166779,-23.6478149],[-48.1160869,-23.6501679],[-48.1157629,-23.6508529],[-48.1145189,-23.6527289],[-48.1139419,-23.6545749],[-48.1134639,-23.6564169],[-48.1128949,-23.6611279],[-48.1126579,-23.6623119],[-48.1120279,-23.6633089],[-48.1107959,-23.6647289],[-48.1102999,-23.6651709],[-48.1096269,-23.6655689],[-48.1081329,-23.6661699],[-48.1070299,-23.6669439],[-48.1064899,-23.6676009],[-48.1062249,-23.6680849],[-48.1059659,-23.6688239],[-48.1059019,-23.6692739],[-48.1059969,-23.6721209],[-48.1061939,-23.6741949],[-48.1064419,-23.6750799],[-48.1073569,-23.6775059],[-48.1075389,-23.6786089],[-48.1081669,-23.6873219],[-48.1082989,-23.6883029],[-48.1087359,-23.6894919],[-48.1104039,-23.6921699],[-48.1106319,-23.6927509],[-48.1107449,-23.6933859],[-48.1106549,-23.6950729],[-48.1104289,-23.6958129],[-48.1078939,-23.6995659],[-48.1075219,-23.7004089],[-48.1073729,-23.7012629],[-48.1074299,-23.7019959],[-48.1101909,-23.7103599],[-48.1103839,-23.7111649],[-48.1108909,-23.7183779],[-48.1121549,-23.7222589],[-48.1123089,-23.7229299],[-48.1123379,-23.7241139],[-48.1117799,-23.7270449],[-48.1119069,-23.7282309],[-48.1143589,-23.7343589],[-48.1159519,-23.7361839],[-48.1162579,-23.7366709],[-48.1165339,-23.7374969],[-48.1165959,-23.7387539],[-48.1165339,-23.7418689],[-48.1164219,-23.7423869],[-48.1152109,-23.7455659],[-48.1151549,-23.7466969],[-48.1153519,-23.7475019],[-48.1157689,-23.7482209],[-48.1165169,-23.7489779],[-48.1213969,-23.7516909],[-48.1222079,-23.7525099],[-48.1246729,-23.7554409],[-48.1246869,-23.7554579],[-48.1261169,-23.7573929],[-48.1277579,-23.7600479],[-48.1330789,-23.7686539]]]}"
SP 127;178,78;188,57;9,79;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1330789,-23.7686539],[-48.1342809,-23.7705579],[-48.1352629,-23.7716939],[-48.1356829,-23.7723069],[-48.1359359,-23.7729429],[-48.1360429,-23.7740489],[-48.1359519,-23.7745909],[-48.1359159,-23.7747329],[-48.1351869,-23.7776729],[-48.1345399,-23.7802899],[-48.1345139,-23.7814369],[-48.1346189,-23.7832729],[-48.1349259,-23.7841889],[-48.1360059,-23.7856509],[-48.1363159,-23.7862449],[-48.1365209,-23.7871679],[-48.1363749,-23.7890549],[-48.1365039,-23.7902229],[-48.1388319,-23.7960839],[-48.1399719,-23.8015139],[-48.1402759,-23.8024089],[-48.1406219,-23.8030039],[-48.1425969,-23.8060069],[-48.1432139,-23.8065599],[-48.1435939,-23.8068159],[-48.1444129,-23.8071719],[-48.1495369,-23.8082289],[-48.1501449,-23.8084299],[-48.1508339,-23.8087749],[-48.1513019,-23.8090869],[-48.1522869,-23.8101049],[-48.1535419,-23.8121939],[-48.1541159,-23.8127119],[-48.1628489,-23.8178269],[-48.1639689,-23.8185839],[-48.1643909,-23.8189739],[-48.1651899,-23.8200179],[-48.1671719,-23.8235249],[-48.1679989,-23.8249869],[-48.1682779,-23.8259939],[-48.1687979,-23.8291179],[-48.1691279,-23.8300649],[-48.1757469,-23.8403439],[-48.1757489,-23.8403469],[-48.1765459,-23.8412249]]]}"
SP 127;188,57;191,79;3,22;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1765459,-23.8412249],[-48.1812009,-23.8445049],[-48.1820119,-23.8449469],[-48.1834809,-23.8453889],[-48.1851499,-23.8454689],[-48.1898609,-23.8450849],[-48.1964399,-23.8445489],[-48.1984409,-23.8446529],[-48.1994009,-23.8449159],[-48.2037969,-23.8466679]]]}"
SP 127;191,79;192,59;0,8;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2037969,-23.8466679],[-48.2077959,-23.8482819],[-48.2085559,-23.8486829]]]}"
SP 127;192,59;195,725;3,135;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2085559,-23.8486829],[-48.2091379,-23.8489979],[-48.2097299,-23.8494469],[-48.2166579,-23.8549939],[-48.2178789,-23.8562069],[-48.2187039,-23.8573539],[-48.2204999,-23.8602119],[-48.2213299,-23.8610279],[-48.2219129,-23.8614599],[-48.2232659,-23.8621159],[-48.2330119,-23.8662259]]]}"
SP 127;195,725;195,9;0,175;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2330119,-23.8662259],[-48.2335329,-23.8664469],[-48.2344712,-23.8671323]]]}"
SP 127;195,9;196;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2344712,-23.8671323],[-48.2346979,-23.8672979],[-48.2352207,-23.8677563]]]}"
SP 127;196;196,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2352207,-23.8677563],[-48.235953,-23.8683984]]]}"
SP 127;196,1;197,2;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-48.235953,-23.8683984],[-48.2366869,-23.8690419],[-48.2374169,-23.8696849],[-48.2391729,-23.8712259],[-48.2393869,-23.8714139],[-48.2398479,-23.8717869],[-48.2426509,-23.8740679],[-48.2428649,-23.8742439],[-48.2433399,-23.8747489],[-48.2439989,-23.8754539]]]}"
SP 127;197,2;212,94;15,74;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2439989,-23.8754539],[-48.2444689,-23.8759549],[-48.2447139,-23.8763459],[-48.2447139,-23.8763479],[-48.2463239,-23.8798049],[-48.2489359,-23.8854139],[-48.2496979,-23.8863429],[-48.2520959,-23.8878989],[-48.2530159,-23.8886459],[-48.2562129,-23.8935569],[-48.2571759,-23.8947699],[-48.2590869,-23.8964739],[-48.2639159,-23.9003679],[-48.2650729,-23.9009359],[-48.2656859,-23.9011119],[-48.2683709,-23.9015949],[-48.2687849,-23.9017269],[-48.2689339,-23.9017719],[-48.2695279,-23.9020619],[-48.2703299,-23.9027329],[-48.2707609,-23.9033439],[-48.2715449,-23.9051039],[-48.2721729,-23.9058919],[-48.2731439,-23.9069079],[-48.2733639,-23.9072289],[-48.2737689,-23.9081829],[-48.2738539,-23.9091639],[-48.2733979,-23.9170999],[-48.2734339,-23.9178009],[-48.2736899,-23.9187239],[-48.2739859,-23.9192179],[-48.2745459,-23.9198579],[-48.2753309,-23.9203829],[-48.2789329,-23.9221349],[-48.2814909,-23.9237049],[-48.2827189,-23.9241749],[-48.2838109,-23.9244679],[-48.2857659,-23.9251389],[-48.2940939,-23.9283669],[-48.2949499,-23.9285739],[-48.2968259,-23.9287919],[-48.2978119,-23.9291749],[-48.2987259,-23.9299009],[-48.3001579,-23.9317569],[-48.3018889,-23.9330639],[-48.3026379,-23.9338989],[-48.3029729,-23.9345599],[-48.3031329,-23.9352339],[-48.3031529,-23.9358979],[-48.3029699,-23.9380569],[-48.3030489,-23.9389079],[-48.3033049,-23.9396129],[-48.3049879,-23.9430659],[-48.3052299,-23.9436389],[-48.3054209,-23.9443749],[-48.3060659,-23.9526109],[-48.3064629,-23.9539759],[-48.3068009,-23.9546639],[-48.3162029,-23.9677839],[-48.3225689,-23.9833429],[-48.3232839,-23.9843589],[-48.3253379,-23.9865499],[-48.3267909,-23.9881019]]]}"
